code_nat,text_nat,code_plus,text_plus,country
BWHA121,Behandling med actinomycin-D,WVXX00,Other intervention for medication,den
BWHA122,Behandling med actinomycin-D+methotrexat,WVXX00,Other intervention for medication,den
BWHA123,Behandling med capecitabin,WVXX00,Other intervention for medication,den
BWHA124,Behandling med ftorafur (UFT),WVXX00,Other intervention for medication,den
BWHA125,Behandling med hexalen,WVXX00,Other intervention for medication,den
BWHA126,Behandling med cisplatin+vinorelbine,WVXX00,Other intervention for medication,den
BWHA127,Behandling med carboplatin+vinkristin+etoposid,WVXX00,Other intervention for medication,den
BWHA128,Behandling med cisplatin+gemcitabin,WVXX00,Other intervention for medication,den
BWHA129,Behandling med carboplatin+gemcitabin,WVXX00,Other intervention for medication,den
BWHA130,Behandling med carboplatin+methotrexat+vinblastin,WVXX00,Other intervention for medication,den
BWHA131,Behandling med vinblastin+epirubicin,WVXX00,Other intervention for medication,den
BWHA132,Behandling med cisplatin+5-fluorouracil,WVXX00,Other intervention for medication,den
BWHA133,Behandling med cisplatin+etoposid+BCNU,WVXX00,Other intervention for medication,den
BWHA134,Behandling med cyclophosphamid+vinkristin+prednisolon (CVP) (COP),WVXX00,Other intervention for medication,den
BWHA135,Behandling med VCR,WVXX00,Other intervention for medication,den
BWHA136,Behandling med M2,WVXX00,Other intervention for medication,den
BWHA137,Behandling med mitoxantron+vinkristin+prednisolon (NOP),WVXX00,Other intervention for medication,den
BWHA138,Behandling med BEACOPP,WVXX00,Other intervention for medication,den
BWHA139,Behandling med cyclophosphamid+epirubicin (CE),WVXX00,Other intervention for medication,den
BWHA140,Behandling med cisplatin+etoposid,WVXX00,Other intervention for medication,den
BWHA141,Behandling med tegafur/uracil,WVXX00,Other intervention for medication,den
BWHA142,Behandling med tegafur/uracil+mitomycin,WVXX00,Other intervention for medication,den
BWHA144,Behandling med cyclophosphamid+doxorubicin+vinkristin (CAV),WVXX00,Other intervention for medication,den
BWHA145,Behandling med darcarbazin,WVXX00,Other intervention for medication,den
BWHA146,Behandling med 5-fluorouracil+doxorubicin,WVXX00,Other intervention for medication,den
BWHA150,Behandling med bleomycin,WVXX00,Other intervention for medication,den
BWHA151,Behandling med mitomycin,WVXX00,Other intervention for medication,den
BWHA152,Behandling med procarbazin,WVXX00,Other intervention for medication,den
BWHA153,Behandling med vinkristin,WVXX00,Other intervention for medication,den
BWHA154,Behandling med melphalan,WVXX00,Other intervention for medication,den
BWHA155,Behandling med lomustin,WVXX00,Other intervention for medication,den
BWHA156,Behandling med cyclophosphamid+procarbazin+vinkristin+prednisolon (COPP),WVXX00,Other intervention for medication,den
BWHA157,Behandling med carboplatin+etoposid+bleomycin (BEC),WVXX00,Other intervention for medication,den
BWHA158,Behandling med ld-cytarabin,WVXX00,Other intervention for medication,den
BWHA159,Behandling med melphalan+prednisolon (MP),WVXX00,Other intervention for medication,den
BWHA160,Behandling med cyclophosphamid+dexametason (Cy+dex),WVXX00,Other intervention for medication,den
BWHA161,Behandling med cytarabin+metotrexat+prednisolon intraspinalt (triple CNS),WVXX00,Other intervention for medication,den
BWHA162,Behandling med cytarabin intraspinalt,WVXX00,Other intervention for medication,den
BWHA163,Behandling med liposomalt cytarabin intraspinalt,WVXX00,Other intervention for medication,den
BWHA164,Behandling med cyclophosphamid+etoposid+vinkristin+prednisolon (CEOP),WVXX00,Other intervention for medication,den
BWHA165,Behandling med cyclophosphamid+doxorubicin+vinkristin+etoposid+prednisolon (CHOEP),WVXX00,Other intervention for medication,den
BWHA166,Behandling med cyclophosphamid+mitoxantron+vinkristin+prednisolon (CNOP),WVXX00,Other intervention for medication,den
BWHA167,Behandling med doxyrubicin+bleomycin+vinblastin+dacarbazin (ABVD),WVXX00,Other intervention for medication,den
BWHA168,Behandling med klorambucil+vinblastin+procarbazin+prednisolon (LVPP),WVXX00,Other intervention for medication,den
BWHA169,Behandling med vinblastin,WVXX00,Other intervention for medication,den
BWHA170,Behandling med doxorubicin+vinblastin+gemcitabin (AVG),WVXX00,Other intervention for medication,den
BWHA171,Behandling med klorambucil+prednisolon (LP),WVXX00,Other intervention for medication,den
BWHA172,Behandling med fludarabinfosfat intravenøst,WVXX00,Other intervention for medication,den
BWHA173,Behandling med fludarabinfosfat peroralt,WVXX00,Other intervention for medication,den
BWHA174,Behandling med fludarabinfosfat+cyclophosphamid intravenøst (FC-iv),WVXX00,Other intervention for medication,den
BWHA175,Behandling med fludarabinfosfat+cyclophosphamid peroralt (FC-po),WVXX00,Other intervention for medication,den
BWHA176,Behandling med fludarabinfosfat+cyclophosphamid+mitoxantron (FMC),WVXX00,Other intervention for medication,den
BWHA177,Behandling med bendamustin,WVXX00,Other intervention for medication,den
BWHA178,Behandling med cladribin,WVXX00,Other intervention for medication,den
BWHA179,Behandling med tretionin,WVXX00,Other intervention for medication,den
BWHA181,Behandling med hydroxurea,WVXX00,Other intervention for medication,den
BWHA182,Behandling med busulfan,WVXX00,Other intervention for medication,den
BWHA183,Behandling med vinkristin+ifosfamid+doxorubicin+etoposid (VIDE),WVXX00,Other intervention for medication,den
BWHA184,Behandling med methotrexat+doxorubicin+cisplatin (MAP),WVXX00,Other intervention for medication,den
BWHA185,Behandling med methotrexat+vinblastin+doxorubicin+cisplatin (MVAC),WVXX00,Other intervention for medication,den
BWHA186,Behandling med tioguanin,WVXX00,Other intervention for medication,den
BWHA187,Behandling med nelarabin,WVXX00,Other intervention for medication,den
BWHA202,Behandling med paclitaxel,WVXX00,Other intervention for medication,den
BWHA203,Behandling med carboplatin+paclitaxel,WVXX00,Other intervention for medication,den
BWHA204,Behandling med pacliatxel+epirubicin,WVXX00,Other intervention for medication,den
BWHA205,Behandling med paclitaxel+capecitabin,WVXX00,Other intervention for medication,den
BWHA206,Behandling med cisplatin+gemcitabin+paclitaxel,WVXX00,Other intervention for medication,den
BWHA207,Behandling med paclitaxel+cisplatin+etoposid+bleomycin,WVXX00,Other intervention for medication,den
BWHA208,Behandling med docetaxel,WVXX00,Other intervention for medication,den
BWHA209,Behandling med cisplatin+docetaxel,WVXX00,Other intervention for medication,den
BWHA210,Behandling med docetaxel+epirubicin,WVXX00,Other intervention for medication,den
BWHA211,Behandling med docetaxel+gemcitabin,WVXX00,Other intervention for medication,den
BWHA212,Behandling med irinotecan,WVXX00,Other intervention for medication,den
BWHA213,Behandling med topotecan,WVXX00,Other intervention for medication,den
BWHA214,Behandling med topotecan+cisplatin+etoposid+carboplatin,WVXX00,Other intervention for medication,den
BWHA215,Behandling med temozolomid,WVXX00,Other intervention for medication,den
BWHA216,Behandling med vinkristin+doxorubicin+dexametason (VAD),WVXX00,Other intervention for medication,den
BWHA217,Behandling med fludarabin i forbindelse med helkropsbestråling (konditionering),WVXX00,Other intervention for medication,den
BWHA218,Behandling med cyclophosphamid (med forceret alkaliniseret diurese),WVXX00,Other intervention for medication,den
BWHA219,Behandling med methotrexat (med forceret alkaliniseret diurese),WVXX00,Other intervention for medication,den
BWHA222,Behandling med capecitabin+oxaliplatin,WVXX00,Other intervention for medication,den
BWHA223,Behandling med oxaliplatin+capecitabin+epirubicin,WVXX00,Other intervention for medication,den
BWHA224,Behandling med cisplatin+carboplatin+bleomycin,WVXX00,Other intervention for medication,den
BWHA225,Behandling med cisplatin+irinotecan,WVXX00,Other intervention for medication,den
BWHA226,Behandling med cisplatin+topotecan,WVXX00,Other intervention for medication,den
BWHA231,Behandling med 5-fluorouracil+oxaliplatin,WVXX00,Other intervention for medication,den
BWHA232,Behandling med 5-fluorouracil+doxorubicin,WVXX00,Other intervention for medication,den
BWHA233,Behandling med 5-fluorouracil+irinotecan,WVXX00,Other intervention for medication,den
BWHA234,Behandling med fluorouracil + irinotecan + oxaliplatin,WVXX00,Other intervention for medication,den
BWHA235,Behandling med gemcitabin+paclitaxel,WVXX00,Other intervention for medication,den
BWHA236,Behandling med gemcitabin+capecitabin,WVXX00,Other intervention for medication,den
BWHA237,Behandling med doxorubicin (liposomal),WVXX00,Other intervention for medication,den
BWHA238,Behandling med carboplatin+gemcitabin+paclitaxel,WVXX00,Other intervention for medication,den
BWHA239,Behandling med pemetrexed,WVXX00,Other intervention for medication,den
BWHA240,Behandling med cisplatin og pemetrexed,WVXX00,Other intervention for medication,den
BWHA241,"Behandling med vinkristin, actinomycin og cyclophosphamid (VAC)",WVXX00,Other intervention for medication,den
BWHA242,Behandling med carboplatin og vinorelbin,WVXX00,Other intervention for medication,den
BWHA247,Behandling med docetaxel+cyclophosphamid (TC),WVXX00,Other intervention for medication,den
BWHA251,Behandling med cisplatin+fosfamid+5-fluorouracil (CILF),WVXX00,Other intervention for medication,den
BWHA252,Behandling med docetaxel+carboplatin (TC),WVXX00,Other intervention for medication,den
BWHA253,Behandling med gemcitabin+oxaliplatin+capecitabin,WVXX00,Other intervention for medication,den
BWHA254,Behandling med etoposid+oxaliplatin+capecitabin,WVXX00,Other intervention for medication,den
BWHA255,Behandling med trabectedin,WVXX00,Other intervention for medication,den
BWHA256,Behandling med azacitidin,WVXX00,Other intervention for medication,den
BWHA257,Behandling med vinflunin,WVXX00,Other intervention for medication,den
BWHA258,Behandling med cylophosphamid+doxorubicin+vinkristin+prednisolon eskaleret dosis (maxiCHOP),WVXX00,Other intervention for medication,den
BWHA259,Behandling med gemcitabin+vinorelbin+doxorubicin liposomalt (GVD),WVXX00,Other intervention for medication,den
BWHA260,Behandling med pxd101 + doxorubicin,WVXX00,Other intervention for medication,den
BWHA261,Behandling med lomustin+vinkristin+cisplatin,WVXX00,Other intervention for medication,den
BWHA262,Behandling med eribulin,WVXX00,Other intervention for medication,den
BWHA263,Behandling med cabazitaxel,WVXX00,Other intervention for medication,den
BWHA302,Behandling med mitoxantron+Ara-C,WFO400,Other or unspecified cytostatic therapy,den
BWHA303,Behandling med daunorubicin+Ara-C (,WFO400,Other or unspecified cytostatic therapy,den
BWHA304,Behandling med FLAG-Idarubicin,WFO400,Other or unspecified cytostatic therapy,den
BWHA305,Behandling med mAMSA+etoposid,WFO400,Other or unspecified cytostatic therapy,den
BWHA306,Behandling med højdosis etoposid,WFO400,Other or unspecified cytostatic therapy,den
BWHA307,Behandling med Codox M,WFO400,Other or unspecified cytostatic therapy,den
BWHA308,Behandling med IVAC,WFO400,Other or unspecified cytostatic therapy,den
BWHA309,Behandling med højdosis melfalan (konditionering),WFO400,Other or unspecified cytostatic therapy,den
BWHA310,Behandling med BEAM (konditionering),WFO400,Other or unspecified cytostatic therapy,den
BWHA311,Behandling med cyklofosfamid i forbindelse med helkropsbestråling (konditionering),WFO400,Other or unspecified cytostatic therapy,den
BWHA312,Behandling med busulfan+cyclophosphamid (konditionering),WFO400,Other or unspecified cytostatic therapy,den
BWHA32,Konditionering til minitransplantation,WFO400,Other or unspecified cytostatic therapy,den
BWHA401,Behandling med imatinib,WVXX00,Other intervention for medication,den
BWHA402,Behandling med bortezomib,WVXX00,Other intervention for medication,den
BWHA403,Behandling med tipifarnib,WVXX00,Other intervention for medication,den
BWHA404,Behandling med erlotinib,WVXX00,Other intervention for medication,den
BWHA405,Behandling med lapatinib,WVXX00,Other intervention for medication,den
BWHA406,Behandling med sunitinib,WVXX00,Other intervention for medication,den
BWHA407,Behandling med sorafenib,WVXX00,Other intervention for medication,den
BWHA408,Behandling med temsirolimus,WVXX00,Other intervention for medication,den
BWHA409,Behandling med nilotinib,WVXX00,Other intervention for medication,den
BWHA411,Behandling med dasatinib,WVXX00,Other intervention for medication,den
BWHA412,Behandling med vorinostat,WVXX00,Other intervention for medication,den
BWHA413,Behandling med crizotinib,WVXX00,Other intervention for medication,den
BWHA414,Behandling med neratinib,WVXX00,Other intervention for medication,den
BWHA415,Behandling med anagrelid,WVXX00,Other intervention for medication,den
BWHA416,Behandling med vemurafenib,WVXX00,Other intervention for medication,den
BWHA417,Behandling med afatinib,WVXX00,Other intervention for medication,den
BWHA418,Behandling med ruxolitinib,WVXX00,Other intervention for medication,den
BWHA419,Behandling med dabrafenib,WVXX00,Other intervention for medication,den
BWHA421,Behandling med alisertib,WVXX00,Other intervention for medication,den
BWHA422,Behandling med regorafenib,WVXX00,Other intervention for medication,den
BWHA423,Behandling med ridaforolimus,WVXX00,Other intervention for medication,den
BWHB10A,Behandling med interferon alfa-2A,WVXX00,Other intervention for medication,den
BWHB10B,Behandling med interferon alfa-2B,WVXX00,Other intervention for medication,den
BWHB11,Behandling med beta-interferon,WVXX00,Other intervention for medication,den
BWHB20,Behandling med interleukin-2,WVXX00,Other intervention for medication,den
BWHB28,Behandling med andet interleukin,WVXX00,Other intervention for medication,den
BWHB30,Behandling med retinoider,WVXX00,Other intervention for medication,den
BWHB40A,Behandling med zoledronsyre,WVXX00,Other intervention for medication,den
BWHB40B,Behandling med ibandronat,WVXX00,Other intervention for medication,den
BWHB40C,Behandling med pamidronat,WVXX00,Other intervention for medication,den
BWHB41,Behandling med selektiv østrogen receptor modulator (SERM),WVXX00,Other intervention for medication,den
BWHB42,Behandling med denosumab,WVXX00,Other intervention for medication,den
BWHB81,Behandling med thalidomid,WVXX00,Other intervention for medication,den
BWHB82,Behandling med lenalidomid,WVXX00,Other intervention for medication,den
BWHB83,Behandling med azathioprin,WVXX00,Other intervention for medication,den
BWHB84,Behandling med eculizumab,WVXX00,Other intervention for medication,den
BWHB85,Behandling med pirfenidon,WVXX00,Other intervention for medication,den
BWHC10,Behandling med Tamoxifen,WVXX00,Other intervention for medication,den
BWHC11,Behandling med Fulvestrant,WVXX00,Other intervention for medication,den
BWHC12,Behandling med Letrozol,WVXX00,Other intervention for medication,den
BWHC13,Behandling med anastrozol,WVXX00,Other intervention for medication,den
BWHC20,Behandling med Exemestan,WVXX00,Other intervention for medication,den
BWHC30,Antineoplastisk behandling med histrelin,WVXX00,Other intervention for medication,den
BWHC31,Behandling med goserelin,WVXX00,Other intervention for medication,den
BWHC40,Antineoplastik behandling med medroxyprogesteronacetat,WVXX00,Other intervention for medication,den
BWHD,Fotodynamisk terapi,WVXX00,Other intervention for medication,den
BWHE10,Behandling med palifermin,WVXX00,Other intervention for medication,den
BWHW1,Dendritcellevaccination,WVXX00,Other intervention for medication,den
BWKA,Instruktion i medicintagning,WVXX00,Other intervention for medication,den
BWKB,Oplæring i injektionsteknik,WVXX00,Other intervention for medication,den
BWST1F,Traumemodtagelse,ZYZX90,Other cinical consultation,den
BWTS1,Læge-rekommanderet second opinion,ZYZX90,Other cinical consultation,den
BWTS7,"Second opinion, ikke læge-rekommanderet",ZYZX90,Other cinical consultation,den
BWTT111,Tilsyn ved børnekirurg,ZYZX90,Other cinical consultation,den
BWTT112,Tilsyn ved neonatolog,ZYZX90,Other cinical consultation,den
BWTT113,Tilsyn ved pædiater,ZYZX90,Other cinical consultation,den
